id,document_id,document_title,category,subcategory,document,question,answer,answer_type,difficulty,language,keywords,context_length,answer_length,retrieval_score,source_type,domain,created_date,source,notes
167,DOC_000167,AI Concept,AI,General,AI document,Question 167,Answer 167,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-06-17,Synthetic,Sample
168,DOC_000168,AI Concept,AI,General,AI document,Question 168,Answer 168,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-06-18,Synthetic,Sample
169,DOC_000169,AI Concept,AI,General,AI document,Question 169,Answer 169,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-06-19,Synthetic,Sample
170,DOC_000170,AI Concept,AI,General,AI document,Question 170,Answer 170,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-06-20,Synthetic,Sample
171,DOC_000171,AI Concept,AI,General,AI document,Question 171,Answer 171,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-06-21,Synthetic,Sample
172,DOC_000172,AI Concept,AI,General,AI document,Question 172,Answer 172,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-06-22,Synthetic,Sample
173,DOC_000173,AI Concept,AI,General,AI document,Question 173,Answer 173,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-06-23,Synthetic,Sample
174,DOC_000174,AI Concept,AI,General,AI document,Question 174,Answer 174,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-06-24,Synthetic,Sample
175,DOC_000175,AI Concept,AI,General,AI document,Question 175,Answer 175,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-06-25,Synthetic,Sample
176,DOC_000176,AI Concept,AI,General,AI document,Question 176,Answer 176,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-06-26,Synthetic,Sample
177,DOC_000177,AI Concept,AI,General,AI document,Question 177,Answer 177,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-06-27,Synthetic,Sample
178,DOC_000178,AI Concept,AI,General,AI document,Question 178,Answer 178,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-06-28,Synthetic,Sample
179,DOC_000179,AI Concept,AI,General,AI document,Question 179,Answer 179,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-06-29,Synthetic,Sample
180,DOC_000180,AI Concept,AI,General,AI document,Question 180,Answer 180,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-06-30,Synthetic,Sample
181,DOC_000181,AI Concept,AI,General,AI document,Question 181,Answer 181,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-07-01,Synthetic,Sample
182,DOC_000182,AI Concept,AI,General,AI document,Question 182,Answer 182,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-07-02,Synthetic,Sample
183,DOC_000183,AI Concept,AI,General,AI document,Question 183,Answer 183,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-07-03,Synthetic,Sample
184,DOC_000184,AI Concept,AI,General,AI document,Question 184,Answer 184,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-07-04,Synthetic,Sample
185,DOC_000185,AI Concept,AI,General,AI document,Question 185,Answer 185,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-07-05,Synthetic,Sample
186,DOC_000186,AI Concept,AI,General,AI document,Question 186,Answer 186,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-07-06,Synthetic,Sample
187,DOC_000187,AI Concept,AI,General,AI document,Question 187,Answer 187,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-07-07,Synthetic,Sample
188,DOC_000188,AI Concept,AI,General,AI document,Question 188,Answer 188,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-07-08,Synthetic,Sample
189,DOC_000189,AI Concept,AI,General,AI document,Question 189,Answer 189,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-07-09,Synthetic,Sample
190,DOC_000190,AI Concept,AI,General,AI document,Question 190,Answer 190,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-07-10,Synthetic,Sample
191,DOC_000191,AI Concept,AI,General,AI document,Question 191,Answer 191,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-07-11,Synthetic,Sample
192,DOC_000192,AI Concept,AI,General,AI document,Question 192,Answer 192,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-07-12,Synthetic,Sample
193,DOC_000193,AI Concept,AI,General,AI document,Question 193,Answer 193,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-07-13,Synthetic,Sample
194,DOC_000194,AI Concept,AI,General,AI document,Question 194,Answer 194,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-07-14,Synthetic,Sample
195,DOC_000195,AI Concept,AI,General,AI document,Question 195,Answer 195,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-07-15,Synthetic,Sample
196,DOC_000196,AI Concept,AI,General,AI document,Question 196,Answer 196,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-07-16,Synthetic,Sample
197,DOC_000197,AI Concept,AI,General,AI document,Question 197,Answer 197,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-07-17,Synthetic,Sample
198,DOC_000198,AI Concept,AI,General,AI document,Question 198,Answer 198,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-07-18,Synthetic,Sample
199,DOC_000199,AI Concept,AI,General,AI document,Question 199,Answer 199,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-07-19,Synthetic,Sample
200,DOC_000200,AI Concept,AI,General,AI document,Question 200,Answer 200,Factoid,Easy,English,AI,2,2,0.95,Synthetic,AI,2026-07-20,Synthetic,Sample
